# func series z0 z dz logN dlogN b db btur dbtur resol chi2r snr id
voigt CIV 3.5689235 3.5689478 0.0000093 12.749 0.043 9.353 1.020 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 20.0000000
voigt CIV 3.5692726 3.5693863 0.0000080 12.883 0.029 11.701 1.013 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 23.0000000
voigt CIV 3.5693946 3.5695974 0.0000083 11.777 0.261 1.705 1.102 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 21.0000000
voigt SiIV 3.5696592 3.5696884 0.0000025 11.835 0.027 2.799 0.278 0.0000000e+00 0.0000000e+00 140000.000 0.944 38.420 89.0000000
voigt CIV 3.5693728 3.5697001 0.0000090 12.472 0.081 5.106 0.992 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 18.0000000
voigt CIV 3.5700219 3.5701336 0.0000084 13.341 0.013 20.191 0.870 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 19.0000000
voigt SiIV 3.5700594 3.5701844 0.0000154 12.321 0.232 11.761 2.774 0.0000000e+00 0.0000000e+00 140000.000 1.907 39.342 90.0000000
voigt CIV 3.5702331 3.5702449 0.0000054 12.357 0.078 3.618 0.615 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 17.0000000
voigt SiIV 3.6581355 3.6582447 0.0000855 12.384 0.185 15.992 6.717 0.0000000e+00 0.0000000e+00 140000.000 3.573 29.021 25.0000000
voigt CIV 3.6582561 3.6583067 0.0000036 13.817 0.011 11.559 0.282 0.0000000e+00 0.0000000e+00 140000.000 7.148 30.967 61.0000000
voigt SiIV 3.6583488 3.6583605 0.0000034 12.590 0.064 4.244 0.440 0.0000000e+00 0.0000000e+00 140000.000 3.573 29.021 24.0000000
voigt CIV 3.6589034 3.6587954 0.0000399 12.795 0.117 16.793 4.766 0.0000000e+00 0.0000000e+00 140000.000 7.148 30.967 63.0000000
voigt CIV 3.6595339 3.6596060 0.0000169 13.466 0.021 28.718 1.694 0.0000000e+00 0.0000000e+00 140000.000 7.148 30.967 62.0000000
voigt CIV 3.7041721 3.7041432 0.0000068 12.539 0.103 4.199 0.808 0.0000000e+00 0.0000000e+00 140000.000 3.407 26.802 65.0000000
voigt CIV 3.7042871 3.7043391 0.0000063 13.568 0.013 15.617 0.377 0.0000000e+00 0.0000000e+00 140000.000 3.407 26.802 64.0000000
voigt CIV 3.7727168 3.7727001 0.0000120 12.674 0.034 11.711 1.085 0.0000000e+00 0.0000000e+00 140000.000 2.569 32.165 91.0000000
voigt CIV 3.7744167 3.7748320 0.0000206 12.735 0.045 16.759 2.244 0.0000000e+00 0.0000000e+00 140000.000 2.362 28.620 92.0000000
voigt CIV 3.7755694 3.7755669 0.0000177 12.865 0.068 13.699 1.517 0.0000000e+00 0.0000000e+00 140000.000 2.362 28.620 93.0000000
voigt CIV 3.7761462 3.7762006 0.0000234 13.170 0.056 25.612 4.144 0.0000000e+00 0.0000000e+00 140000.000 2.362 28.620 94.0000000
voigt CIV 3.8867625 3.8868336 0.0000045 12.612 0.056 4.456 0.488 0.0000000e+00 0.0000000e+00 140000.000 2.188 29.591 55.0000000
voigt CIV 3.8873657 3.8869181 0.0000543 13.308 0.061 27.538 4.057 0.0000000e+00 0.0000000e+00 140000.000 2.188 29.591 56.0000000
voigt CIV 3.8873821 3.8874179 0.0000172 12.985 0.124 14.191 1.603 0.0000000e+00 0.0000000e+00 140000.000 2.188 29.591 57.0000000
voigt CIV 3.9869063 3.9869788 0.0000028 12.999 0.025 5.638 0.282 0.0000000e+00 0.0000000e+00 140000.000 2.135 28.836 58.0000000
voigt CIV 3.9873302 3.9874426 0.0000404 13.124 0.082 19.517 3.523 0.0000000e+00 0.0000000e+00 140000.000 2.135 28.836 60.0000000
voigt CIV 3.9877326 3.9877528 0.0000048 12.973 0.090 7.726 0.801 0.0000000e+00 0.0000000e+00 140000.000 2.135 28.836 59.0000000
